index,seqName,clade,outbreakLineage,lineage,outbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PP853040|TRM340|Lagos|Nigeria|2022-09-29,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PP853041|TRM341|AkwaIbom|Nigeria|2022-10-05,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PP853042|TRM342|Anambra|Nigeria|2022-10-14,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PP853043|TRM343|Kaduna|Nigeria|2022-10-26,IIb,sh2017/A.2,A.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PP853044|TRM347|Delta|Nigeria|2022-08-30,IIb,sh2017/A.2.5,A.2.5,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PP853045|TRM349|Anambra|Nigeria|2022-09-27,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PP853046|TRM350|Lagos|Nigeria|2022-09-30,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PP853047|TRM352|AkwaIbom|Nigeria|2022-10-08,IIb,sh2017/A.2.5,A.2.5,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PP853048|TRM354|Imo|Nigeria|2022-10-17,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PP853049|TRM355|Lagos|Nigeria|2022-09-13,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PP853050|TRM357|Plateau|Nigeria|2022-09-12,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PP853051|TRM358|Lagos|Nigeria|2022-09-23,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PP853052|TRM360|Kaduna|Nigeria|2022-09-17,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PP853053|TRM363|Bayelsa|Nigeria|2022-10-13,IIb,sh2017/A.2.5,A.2.5,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PP852943|TRM365|Ogun|Nigeria|2022-09-14,IIb,sh2017/A.3,A.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PP852944|TRM367|Anambra|Nigeria|2022-09-14,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PP852956|VSP198|Edo|Nigeria|2022,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PP852966|VSP208|Rivers|Nigeria|2023-03-15,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PP852967|VSP209|Abia|Nigeria|2023-03-20,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PP852951|VSP193|Borno|Nigeria|2023-01-08,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PP852952|VSP194|Borno|Nigeria|2022-01-01,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PP852961|VSP203|CrossRiver|Nigeria|2023-02-20,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PP852962|VSP204|Rivers|Nigeria|2023-03-03,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PP852968|VSP210|Enugu|Nigeria|2023-03-21,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PP852953|VSP195|Imo|Nigeria|2022,IIb,sh2017/A.3,A.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PP852950|VSP192|AkwaIbom|Nigeria|2023-01-08,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PP852963|VSP205|Rivers|Nigeria|2023-03-03,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PP852960|VSP202|Nigeria|2023-02-21,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PP852969|VSP212|Imo|Nigeria|2023-04-17,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PP852972|VSP215|FCT|Nigeria|2023-05-31,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PP852958|VSP200|Edo|Nigeria|2022,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PP852965|VSP207|Bayelsa|Nigeria|2023-03-14,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PP852948|VSP190|Abia|Nigeria|2023-01-02,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PP852955|VSP197|Edo|Nigeria|2022,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PP852964|VSP206|Niger|Nigeria|2023-03-15,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PP852959|VSP201|AkwaIbom|Nigeria|2023-02-21,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PP852954|VSP196|Abia|Nigeria|2023-01-24,IIb,sh2017/A.3,A.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PP852949|VSP191|Abia|Nigeria|2022-12-30,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PP852971|VSP214|FCT|Nigeria|2023-05-31,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PP852970|VSP213|Rivers|Nigeria|2023-05-16,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PP852946|VSP188|Bayelsa|Nigeria|2022-12-26,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,UNTH-0046,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,UNTH-0050,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,MPOX-24-006,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,NRL-25-0035,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,MPX-22-1794|,IIb,sh2017/A.3,A.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,MPX-23-061|Kaduna|Kaduna-south|,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,MPX-23-090|Imo|Onu-east|,IIb,sh2017/A.3,A.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,MPOX-24-704_S14_L001,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,MPX-23-050|Akwa-Ibom|Abak|,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,MPX-23-043|Abia|Isiala-North|,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,NRL_CPHL_25,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,NRL_CPHL_25A,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,NRL_CPHL_32A|MPX|Rivers|2025-02-24,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,NRL_CPHL_33A|MPX|Ebonyi|2025-02-24,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,NRL_CPHL_20A|MPX|Rivers|2025-01-21,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,NRL_CPHL_49A|MPX|Rivers|2025-04-14,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,MPX-23-001|FCT|Bwari|2023-01-03,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,MPOX-24-1029|Imo|Nigeria|2023-09-16,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,CPHL-344|MPX|OYO|2025-08-13,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,CPHL-345|MPX|OGUN|2025-08-14,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,CPHL-346|MPX|OGUN|2025-08-14,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,CPHL-365|MPX|ONDO|2025-08-15,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,CPHL-379|MPX|LAGOS|2025-08-25,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,CPHL-412|MPX|LAGOS|2025-09-10,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,CPHL-421|MPX|LAGOS|2025-09-22,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,CPHL-454|MPX|LAGOS|2025-09-30,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,UNTH-0052|MPX|ENUGU|2025-10-15,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,MPOX-24-1035|Edo|Nigeria|204-10-22,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,MPOX-24-1036|Edo|Nigeria|2024-10-28,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,CPHL-639|MPXV|Lagos|2024-12-09,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,MPOX-24-1121|Anambra|Nigeria|2024-11-06,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,NRL_CPHL_13|MPX|Rivers|2024-12-13,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,NRL_CPHL_17|MPX|Rivers|2024-12-28,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,NRL_CPHL_17A|MPX|Rivers|2024-12-28,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,NRL_CPHL_61A|MPX|Rivers|2025-05-13,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,NRL_CPHL_20|MPX|Rivers|2025-01-21,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,NRL_CPHL_23A|MPX|Rivers|2025-02-03,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,NRL_CPHL_24A|MPX|Rivers|2025-02-04,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,NRL_CPHL_32|MPX|Rivers|2025-02-24,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,NRL_CPHL_33|MPX|Ebonyi|2025-02-24,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,NRL_CPHL_41|MPX|Rivers|2025-03-15,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,NRL_CPHL_41A|MPX|Rivers|2025-03-15,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,NRL_CPHL_50|MPX|Rivers|2025-04-17,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,NRL_CPHL_61|MPX|Rivers|2025-05-13,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,NRL_CPHL_67|MPX|Rivers|2025-05-31,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,MPX-23-006|Kogi|Lokoja|2023-01-06,IIb,sh2017/A.2,A.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,MPX-23-015|Borno|Biyu|2022-12-29,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,MPX-23-032|Bayelsa|Yenegoa|2022-12-26,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,MPX-23-045|Abia|Isiala|2023-01-02,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,MPX-23-046|Abia|Isiala|2022-12-30,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,MPX-23-059|Borno|Mongono|2023-01-08,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,MPOX-24-1015|Taraba|Nigeria|2024-11-05,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,MPOX-24-1016|Taraba|Nigeria|2024-11-05,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,MPOX-24-1022|Lagos|Nigeria|2024-10-31,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,MPOX-24-1065|Lagos|Nigeria|2024-11-12,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,MPOX-24-1066|Imo|Nigeria|2024-11-12,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,MPOX-24-1219|Benue|Nigeria|2024-11-09,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,MPOX-24-1220|Benue|Nigeria|2024-12-02,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,MPOX-24-545_S1_L001|Edo|Nigeria|2024-08-16,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,MPOX-24-618_S3_L001|AkwaIbom|Nigeria|2024-08-27,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,MPOX-24-627_S4_L001|Delta|Nigeria|2024-08-30,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,MPOX-24-632_S5_L001|Delta|Nigeria|2024-08-30,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,MPOX-24-633_S6_L001|Imo|Nigeria|2024-08-29,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,MPOX-24-642_S7_L001|Fct|Nigeria|2024-09-03,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,MPOX-24-643_S8_L001|Gombe|Nigeria|2024-09-02,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,MPOX-24-647_S9_L001|Benue|Nigeria|2024-09-02,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,MPOX-24-675_S10_L001|AkwaIbom|Nigeria|2024-09-03,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,MPOX-24-680_S11_L001|AkwaIbom|Nigeria|2024-09-05,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,MPOX-24-686_S12_L001|CrossRiver|Nigeria|2024-09-06,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,MPOX-24-766_S15_L001|Plateau|Nigeria|2024-09-18,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,MPOX-24-788_S16_L001|Plateau|Nigeria|2024-09-24,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,MPOX-24-811_S19_L001|CrossRiver|Nigeria|2024-09-14,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,MPOX-24-812_S20_L001|CrossRiver|Nigeria|2024-09-14,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,MPOX-24-925|Fct|Nigeria|2024-10-22,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,MPOX-24-934|Imo|Nigeria|2024-10-12,IIb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,MPOX-24-944|Plateau|Nigeria|2024-10-18,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,MPOX-24-966|Delta|Nigeria|2024-10-27,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,MPOX-24-967|Rivers|Nigeria|2024-10-28,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,MPOX-24-982|Taraba|Nigeria|2024-10-28,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,MPOX-24-984|Edo|Nigeria|2024-11-01,IIb,sh2017/A.2.3,A.2.3,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,MPOX-24-987|AkwaIbom|Nigeria|2024-10-29,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,MPOX-24-997|Ogun|Nigeria|2024-10-28,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,NRL-25-052|Plateau|Nigeria|2024-11-09,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,NRL-25-151|Kaduna|Nigeria|2025-01-31,IIb,sh2017/A.2.2,A.2.2,sh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
