index	seqName	clade	outbreakLineage	lineage	outbreak																																																										
197	hMpxV|Zambia|NPHLS-ZLU0042593_S10|2025|EPI_ISL_20393551|2025-06-04	IIb	sh2017/A	A	sh2017																																																										
198	hMpxV-Benin-IPD-SEN0022-2022|EPI_ISL_18387014|2022-06	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
199	hMpxV-Benin-IPD-SEN0021-2022|EPI_ISL_18387015|2022-06	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
200	hMpxV-Benin-LFHV-36-2024|EPI_ISL_20375249|2024-06-06	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
201	hMpxV-Benin-LFHV-37-2024|EPI_ISL_20375250|2024-06-06	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
202	hMpxV-Benin-LFHV-44-2024|EPI_ISL_20375251|2024-06-06	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
203	hMpxV-Benin-LFHV-04-2025|EPI_ISL_20375252|2025-02-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
204	hMpxV-Benin-LFHV-18-2025|EPI_ISL_20375253|2025-02-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
205	hMpxV-Benin-LFHV-43-2025|EPI_ISL_20375254|2025-09-23	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
206	hMpxV-Benin-LFHV-45-2025|EPI_ISL_20375255|2025-09-23	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
207	hMpxV-Guinea-CERFIG-010_C-2025|EPI_ISL_20053179|2025-06-13	IIb	sh2017/G.1	G.1	sh2017																																																										
208	hMpxV-Guinea-CERFIG-010_M-2025|EPI_ISL_20053180|2025-06-13	IIb	sh2017/G.1	G.1	sh2017																																																										
209	hMpxV-Guinea-CRV-LFHVG-G1072-2025|EPI_ISL_20053693|2025-06-03	IIb	sh2017/G.1	G.1	sh2017																																																										
210	hMpxV-Guinea-CRV-LFHVG-G1074-2025|EPI_ISL_20056957|2025-06-14	IIb	sh2017/G.1	G.1	sh2017																																																										
211	hMpxV-Guinea-CRV-LFHVG-G1075-2025|EPI_ISL_20056958|2025-06-14	IIb	sh2017/G.1	G.1	sh2017																																																										
212	hMpxV-Guinea-CRV-LFHVG-G1076-2025|EPI_ISL_20056959|2025-06-16	IIb	sh2017/G.1	G.1	sh2017																																																										
213	hMpxV-Guinea-CERFIG_015_C-2025|EPI_ISL_20064174|2025-06-23	IIb	sh2017/G.1	G.1	sh2017																																																										
214	hMpxV-Guinea-CERFIG_018_C-2025|EPI_ISL_20064176|2025-06-25	IIb	sh2017/G.1	G.1	sh2017																																																										
215	hMpxV-Cote_dIvoire-IPCI-DVE-MP363-2025|EPI_ISL_20234020|2025-08-27	IIb	sh2017/A.1	A.1	sh2017																																																										
216	hMpxV-Cote_dIvoire-IPCI-DVE-MP341-2025|EPI_ISL_20234021|2025-08-10	IIb	sh2017/A.1	A.1	sh2017																																																										
217	hMpxV-Cote_dIvoire-IPCI-DVE-MP302-2025|EPI_ISL_20234022|2025-06-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
218	hMpxV-Cote_dIvoire-IPCI-DVE-MP345-2025|EPI_ISL_20234023|2025-08-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
219	hMpxV-Cote_dIvoire-IPCI-DVE-MP350-2025|EPI_ISL_20234024|2025-08-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
220	hMpxV-Cote_dIvoire-IPCI-DVE-MP354-2025|EPI_ISL_20234025|2025-08-23	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
221	hMpxV-Cote_dIvoire-IPCI-DVE-MP355-2025|EPI_ISL_20234026|2025-08-23	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
222	hMpxV-Cote_dIvoire-IPCI-DVE-MP356-2025|EPI_ISL_20234027|2025-08-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
223	hMpxV-Cote_dIvoire-IPCI-DVE-MP357-2025|EPI_ISL_20234028|2025-08-26	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
224	hMpxV-Cote_dIvoire-IPCI-DVE-MP371-2025|EPI_ISL_20234029|2025-09-08	IIb	sh2017/G.1	G.1	sh2017																																																										
225	hMpxV-Cote_dIvoire-IPCI-DVE-MP180-2025|EPI_ISL_20234030|2025-03-23	IIb	sh2017/A.1	A.1	sh2017																																																										
226	hMpxV-Cote_dIvoire-IPCI-DVE-MP219-2025|EPI_ISL_20234031|2025-04-29	IIb	sh2017/A.1	A.1	sh2017																																																										
227	hMpxV-Cote_dIvoire-IPCI-DVE-MP224-2025|EPI_ISL_20234032|2025-04-25	IIb	sh2017/A.1	A.1	sh2017																																																										
228	hMpxV-Cote_dIvoire-IPCI-DVE-MP235-2025|EPI_ISL_20234033|2025-05-09	IIb	sh2017/A.1	A.1	sh2017																																																										
229	hMpxV-Cote_dIvoire-IPCI-DVE-MP249-2025|EPI_ISL_20234034|2025-05-22	IIb	sh2017/A.1	A.1	sh2017																																																										
230	hMpxV-Cote_dIvoire-IPCI-DVE-MP260-2025|EPI_ISL_20234035|2025-06-03	IIb	sh2017/A.1	A.1	sh2017																																																										
231	hMpxV-Cote_dIvoire-IPCI-DVE-MP276-2025|EPI_ISL_20234036|2025-06-20	IIb	sh2017/A.1	A.1	sh2017																																																										
232	hMpxV-Cote_dIvoire-IPCI-DVE-MP278-2025|EPI_ISL_20234037|2025-06-20	IIb	sh2017/A.1	A.1	sh2017																																																										
233	hMpxV-Cote_dIvoire-IPCI-DVE-MP279-2025|EPI_ISL_20234038|2025-06-20	IIb	sh2017/A.1	A.1	sh2017																																																										
234	hMpxV-Cote_dIvoire-IPCI-DVE-MP284-2025|EPI_ISL_20234040|2025-06-21	IIb	sh2017/A.1	A.1	sh2017																																																										
235	hMpxV-Cote_dIvoire-IPCI-DVE-MP285-2025|EPI_ISL_20234041|2025-06-20	IIb	sh2017/A.1	A.1	sh2017																																																										
236	hMpxV-Cote_dIvoire-IPCI-DVE-MP286-2025|EPI_ISL_20234042|2025-06-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
237	hMpxV-Cote_dIvoire-IPCI-DVE-MP320-2025|EPI_ISL_20234043|2025-07-11	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
238	hMpxV-Cote_dIvoire-IPCI-DVE-MP321-2025|EPI_ISL_20234044|2025-07-11	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
239	hMpxV-Cote_dIvoire-IPCI-DVE-MP317-2025|EPI_ISL_20234045|2025-07-07	IIb	sh2017/A.1	A.1	sh2017																																																										
240	hMpxV-Cote_dIvoire-IPCI-DVE-MP338-2025|EPI_ISL_20234046|2025-08-06	IIb	sh2017/A.1	A.1	sh2017																																																										
241	hMpxV-Cote_dIvoire-IPCI-DVE-MP339-2025|EPI_ISL_20234047|2025-08-05	IIb	sh2017/A.1	A.1	sh2017																																																										
242	hMpxV|EPI_ISL_19888233|Togo|2025-05-16	IIb	sh2017/A.2.2	G.2	sh2017																																																										
243	hMpxV|EPI_ISL_19888238|Togo|2025-05-20	IIb	sh2017/A.2.2	G.2	sh2017																																																										
244	hMpxV|EPI_ISL_19888240|Togo|2025-05-20	IIb	sh2017/A.2.2	G.2	sh2017																																																										
245	hMpxV|EPI_ISL_19888241|Togo|2025-05-22	IIb	sh2017/A.2.2	G.2	sh2017																																																										
246	hMpxV|EPI_ISL_19957792|Togo|2025-05-16	IIb	sh2017/A.2.2	G.2	sh2017																																																										
247	hMpxV|EPI_ISL_19958154|Togo|2025-05-21	IIb	sh2017/A.2.2	G.2	sh2017																																																										
248	hMpxV|EPI_ISL_19958659|Togo|2025-05-24	IIb	sh2017/A.2.2	G.2	sh2017																																																										
249	hMpxV|EPI_ISL_19958746|Togo|2025-05-26	IIb	sh2017/A.2.2	G.2	sh2017																																																										
250	hMpxV|EPI_ISL_19959208|Togo|2025-06-02	IIb	sh2017/A.2.2	G.2	sh2017																																																										
251	hMpxV|EPI_ISL_19959209|Togo|2025-06-03	IIb	sh2017/A.2.2	G.2	sh2017																																																										
252	hMpxV|EPI_ISL_19959210|Togo|2025-06-05	IIb	sh2017/A.2.2	G.2	sh2017																																																										
253	PP_0010DKF.1|Germany|2024-08	IIb	sh2017/H.1	H.1	sh2017																																																										
254	PP_0010DLD.1|Germany|2024-08	IIb	sh2017/H.1	H.1	sh2017																																																										
255	PP_0010DMB.1|Germany|2024-08	IIb	sh2017/H.1	H.1	sh2017																																																										
256	PP_0015H8Q.1|Germany|2025-03	IIb	sh2017/G.1	G.1	sh2017																																																										
257	PP_0015H9N.1|Germany|2025-03	IIb	sh2017/G.1	G.1	sh2017																																																										
258	PP_000UMLH.2|PA|USA|2022-07	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
259	PP_000ZYPQ.1|USA|2024-06-18	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
260	PP_0010X4U.1|MA|USA|2024	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
261	PP_0015JSL.1|Chicago|USA|2025-03-22	IIb	sh2017/G.1	G.1	sh2017																																																										
262	PP_0015JWC.1|MA|USA|2025-04	IIb	sh2017/G.1	G.1	sh2017																																																										
263	PP_0015JXA.1|Chicago|USA|2025-01-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
264	PP_0015JY8.1|Chicago|USA|2025-02-15	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
265	PP_002YXTH.2|Conakry|Guinea|2025-06-13	IIb	sh2017/G.1	G.1	sh2017																																																										
266	PP_002YXUF.2|Conakry|Guinea|2025-06-13	IIb	sh2017/G.1	G.1	sh2017																																																										
267	hMpxV|EPI_ISL_19716906|Ghana|2022-08-24	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
268	hmpxv|1-SLtravel|USA|2025-06	IIb	sh2017/G.1	G.1	sh2017																																																										
269	hmpxv|2-SLtravel|USA|2025-06	IIb	sh2017/G.1	G.1	sh2017																																																										
270	hmpxv|3-WestAfricaTravel|USA|2025-06	IIb	sh2017/G.1	G.1	sh2017																																																										
271	hmpxv|4-SLTravel|USA|2025-05	IIb	sh2017/G.1	G.1	sh2017																																																										
272	hmpxv|5-TogoTravel|USA|2024-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
273	hmpxv|6-NigeriaTravel|USA|2025-03	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
274	OP535322|Edo|Nigeria|2017-10	IIb	sh2017/A	A	sh2017																																																										
275	OP535323|Bayelsa|Nigeria|2017-10	IIb	sh2017/A.3	A.3	sh2017																																																										
276	OP535324|Imo|Nigeria|2018-02	IIb	sh2017/A	A	sh2017																																																										
277	OP535325|Unknown|Nigeria|2018-06	IIb	sh2017/A	A	sh2017																																																										
278	OP535326|Oyo|Nigeria|2018-06	IIb	sh2017/A	A	sh2017																																																										
279	OP535327|Rivers|Nigeria|2018-03	IIb	sh2017/A	A	sh2017																																																										
280	OP535328|Rivers|Nigeria|2018-03	IIb	sh2017/A	A	sh2017																																																										
281	OP535329|Rivers|Nigeria|2018-03	IIb	sh2017/A	A	sh2017																																																										
282	OP535330|Imo|Nigeria|2018-02	IIb	sh2017/A	A	sh2017																																																										
283	OP535331|Oyo|Nigeria|2018-01	IIb	sh2017/A	A	sh2017																																																										
284	OP535332|Oyo|Nigeria|2018-01	IIb	sh2017/A	A	sh2017																																																										
285	OP535333|Oyo|Nigeria|2018-01	IIb	sh2017/A	A	sh2017																																																										
286	OP535334|Rivers|Nigeria|2018-02	IIb	sh2017/A	A	sh2017																																																										
287	OP535335|Bayelsa|Nigeria|2017-10	IIb	sh2017/A.3	A.3	sh2017																																																										
288	OP535336|Enugu|Nigeria|2017-10	IIb	sh2017/A	A	sh2017																																																										
289	OP535337|Bayelsa|Nigeria|2017-10	IIb	sh2017/A	A	sh2017																																																										
290	OP535338|Akwa-Ibom|Nigeria|2017-10	IIb	sh2017/A	A	sh2017																																																										
291	OP535339|Enugu|Nigeria|2017-10	IIb	sh2017/A	A	sh2017																																																										
292	OP535340|Akwa-Ibom|Nigeria|2017-10	IIb	sh2017/A	A	sh2017																																																										
293	OP535341|Bayelsa|Nigeria|2017-10	IIb	sh2017/A	A	sh2017																																																										
294	OP612674|Bayelsa|Nigeria|2019-01-12	IIb	sh2017/A.1	A.1	sh2017																																																										
295	OP612675|Bayelsa|Nigeria|2019-01-30	IIb	sh2017/A	A	sh2017																																																										
296	OP612676|Bayelsa|Nigeria|2019-02-20	IIb	sh2017/A	A	sh2017																																																										
297	OP612677|Rivers|Nigeria|2019-03-12	IIb	sh2017/A.3	A.3	sh2017																																																										
298	OP612678|Rivers|Nigeria|2019-11-02	IIb	sh2017/A	A	sh2017																																																										
299	OP612679|Delta|Nigeria|2019-03-14	IIb	sh2017/A.1	A.1	sh2017																																																										
300	OP612680|Lagos|Nigeria|2019-04-01	IIb	sh2017/A	A	sh2017																																																										
301	OP612681|Bayelsa|Nigeria|2019-04-20	IIb	sh2017/A.1	A.1	sh2017																																																										
302	OP612682|Bayelsa|Nigeria|2019-04-20	IIb	sh2017/A.1	A.1	sh2017																																																										
303	OP612683|Delta|Nigeria|2019-04-18	IIb	sh2017/A.1	A.1	sh2017																																																										
304	OP612684|Lagos|Nigeria|2019-05-10	IIb	sh2017/A	A	sh2017																																																										
305	OP612685|Delta|Nigeria|2019-05-29	IIb	sh2017/A.1	A.1	sh2017																																																										
306	OP612686|Delta|Nigeria|2019-06-26	IIb	sh2017/A.1	A.1	sh2017																																																										
307	OP612687|Enugu|Nigeria|2019-07-11	IIb	sh2017/A.1	A.1	sh2017																																																										
308	OP612688|Oyo|Nigeria|2019-10-07	IIb	sh2017/A.1	A.1	sh2017																																																										
309	OP612689|Rivers|Nigeria|2019-12-17	IIb	sh2017/A.2	A.2	sh2017																																																										
310	OP612690|Imo|Nigeria|2019-12-17	IIb	sh2017/A.2	A.2	sh2017																																																										
311	OP612691|unknown|Nigeria|2020-01-23	IIb	sh2017/A.2	A.2	sh2017																																																										
312	MK783027|Rivers|Nigeria|2017-11-09	IIb	sh2017/A	A	sh2017																																																										
313	MK783028|Rivers|Nigeria|2017-11-09	IIb	sh2017/A	A	sh2017																																																										
314	MK783029|Rivers|Nigeria|2017-12-06	IIb	sh2017/A	A	sh2017																																																										
315	MK783030|Rivers|Nigeria|2017-11-30	IIb	sh2017/A	A	sh2017																																																										
316	MK783031|Rivers|Nigeria|2017-11-09	IIb	sh2017/A	A	sh2017																																																										
317	MK783032|Rivers|Nigeria|2017-11-01	IIb	sh2017/A	A	sh2017																																																										
318	MK783033|Rivers|Nigeria|2017-10-09	IIb	sh2017/A.3	A.3	sh2017																																																										
319	MT903338|Lagos|Nigeria|2018	IIb	sh2017/A	A	sh2017																																																										
320	MT903339|Delta|Nigeria|2018	IIb	sh2017/A	A	sh2017																																																										
321	MT903341|Bayelsa|Nigeria|2018-08-14	IIb	sh2017/A	A	sh2017																																																										
322	NC063383|Rivers|Nigeria|2018-08	IIb	sh2017/A	A	sh2017																																																										
323	OP535312|Rivers|Nigeria|2018-02	IIb	sh2017/A	A	sh2017																																																										
324	OP535313|Unknown|Nigeria|2018-01	IIb	sh2017/A	A	sh2017																																																										
325	OP535314|Rivers|Nigeria|2018-01	IIb	sh2017/A	A	sh2017																																																										
326	OP535315|Imo|Nigeria|2018-02	IIb	sh2017/A	A	sh2017																																																										
327	OP535316|Imo|Nigeria|2018-02	IIb	sh2017/A	A	sh2017																																																										
328	OP535317|Lagos|Nigeria|2018-01	IIb	sh2017/A	A	sh2017																																																										
329	OP535318|Benue|Nigeria|2017-12	IIb	sh2017/A	A	sh2017																																																										
330	OP535319|Cross-River|Nigeria|2017-12	IIb	sh2017/A	A	sh2017																																																										
331	OP535320|Abia|Nigeria|2017-11	IIb	sh2017/A	A	sh2017																																																										
332	PP852973|TRM076|Rivers|Nigeria|2022-09-27	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
333	PP852974|TRM077|Anambra|Nigeria|2022-09-27	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
334	PP852975|TRM078|Abia|Nigeria|2022-09-19	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
335	PP852976|TRM081|Bayelsa|Nigeria|2022-10-21	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
336	PP852977|TRM082|Nasarawa|Nigeria|2022-11-01	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
337	PP852978|TRM275|Kwara|Nigeria|2022-09-15	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
338	PP852979|TRM276|Anambra|Nigeria|2022-09-22	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
339	PP852980|TRM277|FCT|Nigeria|2022-09-30	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
340	PP852981|TRM278|Imo|Nigeria|2022-09-20	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
341	PP852982|TRM279|Abia|Nigeria|2022-09-26	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
342	PP852983|TRM280|Enugu|Nigeria|2022-10-05	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
343	PP852984|TRM281|Imo|Nigeria|2022-10-11	IIb	sh2017/A.3	A.3	sh2017																																																										
344	PP852985|TRM283|Ebonyi|Nigeria|2022	IIb	sh2017/A.3	A.3	sh2017																																																										
345	PP852986|TRM284|Kaduna|Nigeria|2022-10-30	IIb	sh2017/A.2	A.2	sh2017																																																										
346	PP852987|TRM285|Lagos|Nigeria|2022-09-16	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
347	PP852988|TRM286|Anambra|Nigeria|2022-09-12	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
348	PP852991|TRM289|Abia|Nigeria|2022-09-25	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
349	PP852992|TRM291|Bayelsa|Nigeria|2022-10-07	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
350	PP852993|TRM293|Ebonyi|Nigeria|2022	IIb	sh2017/A.3	A.3	sh2017																																																										
351	PP852994|TRM295|Lagos|Nigeria|2022-09-18	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
352	PP852995|TRM296|Delta|Nigeria|2022-08-30	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
353	PP852996|TRM299|Abia|Nigeria|2022-09-26	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
354	PP852997|TRM294|Edo|Nigeria|2022-11-01	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
355	PP852998|TRM301|Bayelsa|Nigeria|2022-09-26	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
356	PP852999|TRM302|Imo|Nigeria|2022-10-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
357	PP853000|TRM303|Imo|Nigeria|2022-10-24	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
358	PP853001|TRM307|FCT|Nigeria|2022-09-26	IIb	sh2017/A.2	A.2	sh2017																																																										
359	PP853002|TRM308|FCT|Nigeria|2022-10-02	IIb	sh2017/A.3	A.3	sh2017																																																										
360	PP853003|TRM310|Ogun|Nigeria|2022-09-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
361	PP853004|TRM312|Gombe|Nigeria|2022-10-08	IIb	sh2017/A.2	A.2	sh2017																																																										
362	PP853005|TRM313|Imo|Nigeria|2022-10-24	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
363	PP853006|TRM316|Bayelsa|Nigeria|2022-09-19	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
364	PP853007|TRM317|Imo|Nigeria|2022-09-17	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
365	PP853008|TRM318|Lagos|Nigeria|2022-09-22	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
366	PP853009|TRM320|Rivers|Nigeria|2022-10-03	IIb	sh2017/A.2.4	A.2.4	sh2017																																																										
367	PP853010|TRM321|Ondo|Nigeria|2022-10-05	IIb	sh2017/A.2	A.2	sh2017																																																										
368	PP853011|TRM323|Ogun|Nigeria|2022-10-26	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
369	PP853012|TRM326|Rivers|Nigeria|2022-09-27	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
370	PP853013|TRM328|Lagos|Nigeria|2022-09-16	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
371	PP853014|TRM331|Rivers|Nigeria|2022-10-06	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
372	PP853015|TRM334|Kano|Nigeria|2022-11-02	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
373	PP853016|TRM338|Lagos|Nigeria|2022-09-23	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
374	PP853017|TRM344|Edo|Nigeria|2022-10-26	IIb	sh2017/A.3	A.3	sh2017																																																										
375	PP853019|TRM351|Rivers|Nigeria|2022-10-12	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
376	PP853020|TRM353|Plateau|Nigeria|2022-10-24	IIb	sh2017/A.2	A.2	sh2017																																																										
377	PP853021|TRM359|Anambra|Nigeria|2022-09-27	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
378	PP853022|TRM362|Rivers|Nigeria|2022-10-14	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
379	PP853023|TRM306|Imo|Nigeria|2022-09-13	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
380	PP853024|TRM311|Edo|Nigeria|2022-10-01	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
381	PP853025|TRM314|Bayelsa|Nigeria|2022-10-27	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
382	PP853026|TRM315|Kogi|Nigeria|2022-09-18	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
383	PP853027|TRM319|AkwaIbom|Nigeria|2022-09-27	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
384	PP853028|TRM322|Nasarawa|Nigeria|2022-10-13	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
385	PP853029|TRM324|Bayelsa|Nigeria|2022-10-30	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
386	PP853030|TRM325|Lagos|Nigeria|2022-09-14	IIb	sh2017/A.2	A.2	sh2017																																																										
387	PP853031|TRM327|Delta|Nigeria|2022-09-16	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
388	PP853032|TRM329|Bayelsa|Nigeria|2022-09-28	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
389	PP853033|TRM330|Ebonyi|Nigeria|2022	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
390	PP853034|TRM332|Anambra|Nigeria|2022-10-12	IIb	sh2017/A.2.1	A.2.1	sh2017																																																										
391	PP853035|TRM333|Kaduna|Nigeria|2022-10-24	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
392	PP853036|TRM335|Lagos|Nigeria|2022-09-12	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
393	PP853037|TRM336|FCT|Nigeria|2022-09-23	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
394	PP853038|TRM337|Delta|Nigeria|2022-09-16	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
395	PP853039|TRM339|Bayelsa|Nigeria|2022-09-28	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
396	PP853040|TRM340|Lagos|Nigeria|2022-09-29	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
397	PP853041|TRM341|AkwaIbom|Nigeria|2022-10-05	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
398	PP853042|TRM342|Anambra|Nigeria|2022-10-14	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
399	PP853043|TRM343|Kaduna|Nigeria|2022-10-26	IIb	sh2017/A.2	A.2	sh2017																																																										
400	PP853044|TRM347|Delta|Nigeria|2022-08-30	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
401	PP853045|TRM349|Anambra|Nigeria|2022-09-27	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
402	PP853046|TRM350|Lagos|Nigeria|2022-09-30	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
403	PP853047|TRM352|AkwaIbom|Nigeria|2022-10-08	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
404	PP853048|TRM354|Imo|Nigeria|2022-10-17	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
405	PP853049|TRM355|Lagos|Nigeria|2022-09-13	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
406	PP853050|TRM357|Plateau|Nigeria|2022-09-12	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
407	PP853051|TRM358|Lagos|Nigeria|2022-09-23	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
408	PP853052|TRM360|Kaduna|Nigeria|2022-09-17	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
409	PP853053|TRM363|Bayelsa|Nigeria|2022-10-13	IIb	sh2017/A.2.5	A.2.5	sh2017																																																										
410	PP852943|TRM365|Ogun|Nigeria|2022-09-14	IIb	sh2017/A.3	A.3	sh2017																																																										
411	PP852944|TRM367|Anambra|Nigeria|2022-09-14	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
412	PP852956|VSP198|Edo|Nigeria|2022	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
413	PP852966|VSP208|Rivers|Nigeria|2023-03-15	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
414	PP852967|VSP209|Abia|Nigeria|2023-03-20	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
415	PP852951|VSP193|Borno|Nigeria|2023-01-08	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
416	PP852952|VSP194|Borno|Nigeria|2022-01-01	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
417	PP852961|VSP203|CrossRiver|Nigeria|2023-02-20	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
418	PP852962|VSP204|Rivers|Nigeria|2023-03-03	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
419	PP852968|VSP210|Enugu|Nigeria|2023-03-21	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
420	PP852953|VSP195|Imo|Nigeria|2022	IIb	sh2017/A.3	A.3	sh2017																																																										
421	PP852950|VSP192|AkwaIbom|Nigeria|2023-01-08	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
422	PP852963|VSP205|Rivers|Nigeria|2023-03-03	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
423	PP852960|VSP202|Nigeria|2023-02-21	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
424	PP852969|VSP212|Imo|Nigeria|2023-04-17	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
425	PP852972|VSP215|FCT|Nigeria|2023-05-31	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
426	PP852958|VSP200|Edo|Nigeria|2022	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
427	PP852965|VSP207|Bayelsa|Nigeria|2023-03-14	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
428	PP852948|VSP190|Abia|Nigeria|2023-01-02	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
429	PP852955|VSP197|Edo|Nigeria|2022	IIb	sh2017/A.2.2	A.2.2	sh2017																																																										
430	PP852964|VSP206|Niger|Nigeria|2023-03-15	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
431	PP852959|VSP201|AkwaIbom|Nigeria|2023-02-21	IIb	sh2017/A.2.3	A.2.3	sh2017																																																										
432	PP852954|VSP196|Abia|Nigeria|2023-01-24	IIb	sh2017/A.3	A.3	sh2017																																																										
